,date,adj_close_x,adj_close_y
0,1994-03-17,1.1474069318504,0.6095833333333334
1,1994-03-18,1.1436346350881,0.6354166666666666
2,1994-03-21,1.1159711254983,0.6354166666666666
3,1994-03-22,1.1002532223223,0.6354166666666666
4,1994-03-23,1.104339877148,0.6354166666666666
5,1994-03-24,1.088621973972,0.6408333333333334
6,1994-03-25,1.0295226580301,0.6666666666666666
7,1994-03-28,1.0452405612062,0.6304166666666666
8,1994-03-29,1.0295226580301,0.59375
9,1994-03-30,1.0216637064421,0.6041666666666666
10,1994-03-31,1.0452405612062,0.5783333333333334
11,1994-04-04,1.0452405612062,0.5679166666666666
12,1994-04-05,1.0530995127942,0.5833333333333333
13,1994-04-06,1.0530995127942,0.58875
14,1994-04-07,1.0493272160319,0.6145833333333333
15,1994-04-08,1.0530995127942,0.6095833333333334
16,1994-04-11,1.0530995127942,0.625
17,1994-04-12,1.0059458032661,0.62
18,1994-04-13,0.99808685167807,0.62
19,1994-04-14,0.99022790009005,0.6145833333333333
20,1994-04-15,0.95093314214997,0.6095833333333334
21,1994-04-18,0.93112858414817,0.6041666666666666
22,1994-04-19,0.91163838420989,0.59375
23,1994-04-20,0.88806152944584,0.5833333333333333
24,1994-04-21,0.93112858414817,0.5833333333333333
25,1994-04-22,0.93521523897394,0.5833333333333333
26,1994-04-25,0.97450999691402,0.5833333333333333
27,1994-04-26,0.98236894850203,0.6041666666666666
28,1994-04-28,0.95093314214997,0.6095833333333334
29,1994-04-29,0.94307419056195,0.6041666666666666
30,1994-05-02,0.97450999691402,0.625
31,1994-05-03,0.95093314214997,0.6458333333333333
32,1994-05-04,1.0373816096181,0.65625
33,1994-05-05,1.0336093128559,0.6666666666666666
34,1994-05-06,1.0156909032352,0.65625
35,1994-05-09,0.98236894850203,0.6458333333333333
36,1994-05-10,0.97450999691402,0.6666666666666666
37,1994-05-11,0.95093314214997,0.6458333333333333
38,1994-05-12,0.93332909059281,0.6354166666666666
39,1994-05-13,0.94307419056195,0.65625
40,1994-05-16,0.92735628738592,0.6354166666666666
41,1994-05-17,0.92326963256015,0.6354166666666666
42,1994-05-18,0.96256439050023,0.6354166666666666
43,1994-05-19,1.0100324580919,0.6354166666666666
44,1994-05-20,0.97639614529514,0.6408333333333334
45,1994-05-23,0.95879209373799,0.6354166666666666
46,1994-05-24,0.966651045326,0.6354166666666666
47,1994-05-25,0.98236894850203,0.65125
48,1994-05-26,0.95879209373799,0.6458333333333333
49,1994-05-27,0.94496033894308,0.6408333333333334
50,1994-05-31,0.92318269586122,0.65625
51,1994-06-01,0.89162089429332,0.6458333333333333
52,1994-06-02,0.86384650891356,0.6824999999999999
53,1994-06-03,0.87173695930554,0.6929166666666666
54,1994-06-06,0.86384650891356,0.7083333333333333
55,1994-06-07,0.86794954311739,0.6979166666666666
56,1994-06-08,0.82439425695368,0.6875
57,1994-06-09,0.85216864233344,0.6304166666666666
58,1994-06-10,0.83638774154948,0.6354166666666666
59,1994-06-13,0.85216864233344,0.6458333333333333
60,1994-06-14,0.85406235042751,0.6458333333333333
61,1994-06-15,0.87773370160344,0.65625
62,1994-06-16,0.83228470734566,0.65625
63,1994-06-17,0.83638774154948,0.6354166666666666
64,1994-06-20,0.85595605852158,0.65625
65,1994-06-21,0.82060684076553,0.625
66,1994-06-22,0.82849729115751,0.625
67,1994-06-23,0.79283245538577,0.6095833333333334
68,1994-06-24,0.80829773815405,0.59375
69,1994-06-27,0.82849729115751,0.59375
70,1994-06-28,0.84427819194146,0.62
71,1994-06-29,0.82439425695368,0.62
72,1994-06-30,0.83638774154948,0.6304166666666666
73,1994-07-01,0.81271639037355,0.6408333333333334
74,1994-07-05,0.83638774154948,0.62
75,1994-07-06,0.82439425695368,0.6095833333333334
76,1994-07-07,0.84617190003553,0.6095833333333334
77,1994-07-08,0.85406235042751,0.6091666666666666
78,1994-07-11,0.85216864233344,0.59375
79,1994-07-12,0.89540831048147,0.58875
80,1994-07-13,0.9370698885511,0.6145833333333333
81,1994-07-14,0.90329876087344,0.6145833333333333
82,1994-07-15,0.89162089429332,0.6145833333333333
83,1994-07-18,0.89540831048147,0.6145833333333333
84,1994-07-19,0.87394628541529,0.6145833333333333
85,1994-07-20,0.84017515773763,0.6145833333333333
86,1994-07-21,0.88373044390134,0.6145833333333333
87,1994-07-22,0.97841584860506,0.5991666666666666
88,1994-07-25,1.0001934916869,0.6041666666666666
89,1994-07-26,0.99009371518518,0.6095833333333334
90,1994-07-27,0.98030955669913,0.6041666666666666
91,1994-07-28,1.0058746159691,0.6041666666666666
92,1994-07-29,1.0633170948227,0.6041666666666666
93,1994-08-01,1.0535329363367,0.6095833333333334
94,1994-08-02,1.027652259051,0.6095833333333334
95,1994-08-03,1.0456424859447,0.62
96,1994-08-04,1.0494299021328,0.6041666666666666
97,1994-08-05,1.0494299021328,0.59375
98,1994-08-08,1.0652108029168,0.59375
99,1994-08-09,1.0614233867286,0.58875
100,1994-08-10,1.0929851882966,0.58875
101,1994-08-11,1.0828854117948,0.58875
102,1994-08-12,1.0967726044847,0.59375
103,1994-08-15,1.0967726044847,0.58875
104,1994-08-16,1.100573144841,0.5833333333333333
105,1994-08-17,1.1084909372499,0.59375
106,1994-08-18,1.0967726044847,0.6041666666666666
107,1994-08-19,1.1046903968936,0.6095833333333334
108,1994-08-22,1.1046903968936,0.6095833333333334
109,1994-08-23,1.1084909372499,0.6041666666666666
110,1994-08-24,1.1046903968936,0.6095833333333334
111,1994-08-25,1.1103912074281,0.6095833333333334
112,1994-08-26,1.1322443144767,0.6095833333333334
113,1994-08-29,1.1205259817115,0.6458333333333333
114,1994-08-30,1.1480798992946,0.6304166666666666
115,1994-08-31,1.1461796291164,0.6458333333333333
116,1994-09-01,1.1084909372499,0.6304166666666666
117,1994-09-02,1.1205259817115,0.6304166666666666
118,1994-09-06,1.1262267922459,0.6354166666666666
119,1994-09-07,1.1442793589383,0.6458333333333333
120,1994-09-08,1.1442793589383,0.6275
121,1994-09-09,1.1322443144767,0.625
122,1994-09-12,1.1322443144767,0.6354166666666666
123,1994-09-13,1.1341445846548,0.6408333333333334
124,1994-09-14,1.1126081893026,0.625
125,1994-09-15,1.1401621068856,0.62
126,1994-09-16,1.1521971513472,0.6145833333333333
127,1994-09-19,1.1243265220678,0.6095833333333334
128,1994-09-20,1.0945556226102,0.6095833333333334
129,1994-09-21,1.0809370196668,0.6145833333333333
130,1994-09-22,1.0730192272579,0.6145833333333333
131,1994-09-23,1.0749194974361,0.6145833333333333
132,1994-09-26,1.0749194974361,0.6095833333333334
133,1994-09-27,1.0730192272579,0.62
134,1994-09-28,1.0730192272579,0.6458333333333333
135,1994-09-29,1.0809370196668,0.625
136,1994-09-30,1.0670017050271,0.65625
137,1994-10-03,1.0492658500311,0.65125
138,1994-10-04,1.0689019752053,0.6458333333333333
139,1994-10-05,1.1997039058008,0.65625
140,1994-10-06,1.1480798992946,0.6458333333333333
141,1994-10-07,1.1718332765213,0.6354166666666666
142,1994-10-10,1.2313750754365,0.6354166666666666
143,1994-10-11,1.2551284526633,0.6824999999999999
144,1994-10-12,1.3343063767525,0.6824999999999999
